id,name,phone,statut,booked,user_id,manager_id,fixe,rappel,section,ville,secteur,decisionnaire,whatsapp,email,commentaire,how_many_calls,archive,created_at,updated_at
5570,karrat,"07 04 19 70 79","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5571,Kartaji Jalal,"06 79 02 34 55","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5572,kasmi,"06 67 60 86 71","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5573,kassari,"06 15 51 72 20","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5574,KASSIMI,"06 61 74 86 78","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5575,KATANI,"06 61 30 96 94","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5576,Katrin Tiitus,37 25 10 66 43,"0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5577,kavani,"07 17 36 38 38","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5578,Kawtar,"06 66 79 09 09","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5579,KAWTAR,"06 53 74 74 88","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5580,KAWTAR,"06 73 25 16 22","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5581,kawtar,"06 66 44 37 81","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5582,KAWTAR,"06 75 05 00 18","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5583,kawtar,"06 01 27 49 90","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5584,kawtar amrani,"06 61 11 26 36","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5585,kawtar najid,"06 78 18 08 62","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5586,Kebbaj,"06 61 22 77 62","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5587,KEBBAJ ,"06 14 00 07 14","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5588,Kechach Hicham,"06 63 35 11 66","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5589,Keissi,"06 61 32 77 85","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5590,kejairi mehdi,"06 00 47 08 41","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5591,Keltoum,"06 14 58 45 33","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5592,Keltouma,"06 63 01 04 81","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5593,Kenza,"06 78 58 79 06","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5594,Kenza,"05 24 29 03 64","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5595,Kenza,"06 60 22 12 67","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5596,KENZA,"06 63 68 43 27","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5597,KENZA,"06 21 73 55 07","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5598,kenza,"06 66 38 42 39","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5599,kenza,"06 71 55 42 38","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5600,kenza,"06 60 01 70 40","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5601,Kenza ,"06 51 18 63 66","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5602,KENZA JEBRANE,"06 62 33 10 30","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5603,Kerdoudi Fouzia,"06 55 08 22 66","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5604,Kettani,"06 61 24 88 18","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5605,Kettani,"06 61 66 49 91","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5606,Khadija,"06 62 07 59 86","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5607,Khadija,"06 77 23 25 57","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5608,KHADIJA,"06 60 28 76 87","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5609,KHADIJA,"06 65 96 65 56","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5610,Khadija ,"06 61 14 14 03","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5611,KHADIJA ,"06 17 74 12 92 ","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5612,Khadija Benchaker,"06 66 99 16 44","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5613,KHADIJA ELWAFI,"06 56 19 91 99","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5614,Khadija/ Abdellah mansouri,"06 45 02 53 39","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5615,KHADOUJA,"06 76 71 18 35","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5616,Khalid,"06 61 67 40 25","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5617,Khalid,"06 50 00 16 05","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5618,Khalid,"06 66 77 38 91","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5619,Khalid,"06 80 17 18 66 ","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5620,Khalid,"06 38 62 60 38","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5621,KHALID,"06 62 62 28 33","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5622,Khalid,"06 61 13 65 66","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5623,KHALID,"06 63 69 61 18","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5624,KHALID,"0 66 98 54 12","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5625,khalid,"06 61 24 57 88","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5626,KHALID ,"06 61 24 25 28 ","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5627,KHALID ,"06 58 78 08 75","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5628,KHALID ,"06 61 41 11 25","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5629,khalid et sara,"06 16 72 54 65","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5630,KHALID HALOUI ,"0661 19 50 40 ","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5631,Khalid Nhila,"06 73 70 02 29","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5632,Khalifi,"06 61 18 54 79","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5633,Khalil,"06 61 34 15 55","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5634,Khalil,"06 10 59 85 87","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5635,KHALIL,"06 61 65 56 91","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5636,KHALIL,"06 61 74 48 83","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5637,Khalil,"06 11 04 97 33","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5638,KHALIL,"06 61 23 99 62","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5639,KHALIM,"06 62 75 36 66","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5640,khamis,"06 66 94 10 41","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5641,KHAMLICH,"06 61 21 57 01","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5642,khandid,"06 24 20 47 69","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5643,KHAOUJA,"06 61 36 95","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5644,Khaoula,"06 30 15 40 48","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5645,khaoula,"06 60 09 00 29","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5646,KHAOULA,"06 60 68 34 83","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5647,Khaoula Kouraiss,"06 73 13 10 34","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5648,khatabi makram,336 99 70 32 11,"0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5649,khawla,"0 65 03 33 64","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5650,KHERBACH ,"06 44 87 39 05","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5651,Khettabi wafae,"06 61 89 50 71","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5652,KHEYR ,"06 61 25 22 00","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5653,KHIYARI,"06 71 82 88 89","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5654,KHONSI ,"06 87 00 21 69 ","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5655,KHOULOUD ,"06 03 33 48 40 ","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5656,KHOURSI ,"06 61 26 05 42 ","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5657,KIHEL,"06 63 21 59 38","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5658,klopp,"06 69 35 34 32","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5659,Koohen,"06 75 32 42 52","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5660,KORAICHI,"06 61 42 54 55","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5661,Koraichi majdouline ,"06 60 64 62 49","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5662,kouhan,"06 61 69 48 89","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5663,Kouitra,4917 52 23 47 09,"0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5664,Kraba soifia,"06 87 46 88 62","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5665,Ksar Kasba & Spa,"05 24 39 16 62","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5666,Laabdi,"06 82 73 88 63","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5667,LAAMIM,"06 36 05 18 56","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5668,LAAMRANI ,"06 64 17 47 13 ","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5669,Laamraoui,"06 61 06 65 83","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5670,Laaraichi,"06 61 37 09 57","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5671,Laarbi,"06 37 07 91 90","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5672,LAARIKI ,"06 61 30 22 82 ","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5673,LAAROUSI ,"06 61 19 08 57 ","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5674,Laaroussi,"06 61 20 26 95","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5675,LAASSILI ,"06 61 30 80 88 ","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5676,Labane,"06 06 52 00 69","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5677,LACHAA MOHAMED,"06 61 48 36 10","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5678,lacroix,"06 42 78 11 84","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5679,Ladnine,"06 61 61 37 19","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5680,LAGHRABLI,"06 61 38 81 18","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5681,laghzel adblhamid,"06 06 07 59 39","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5682,Laglaoui,"06 66 20 67 17","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5683,Lahbabi,"06 61 13 55 22","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5684,Lahbabi,"06 45 53 97 83","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5685,LAHBABI,"05 24 44 74 00","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5686,Lahla Rabab,"06 61 38 46 11","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5687,lahlai,"06 60 60 22 66","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5688,Lahlou,"06 61 58 17 28","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5689,Lahlou,"06 61 22 34 86","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5690,LAHLOU,"06 65 07 81 69","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5691,LAHLOU,"06 61 16 96 53","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5692,LAHLOU ,"06 61 38 87 98 ","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5693,LAHLOU KAMAL ,"06 61 16 47 88","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5694,LAHLOU LOUBNA,"06 80 72 30 90","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5695,Lahracht,"06 61 43 13 62","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5696,LAHRICHI,"06 61 47 48 52","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5697,Lahrichi Driss,"06 61 04 30 39","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5698,lahyani barbara,"05 24 35 92 00","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5699,Laila,"06 61 70 18 09","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5700,LAILA,"06 23 72 80 02","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5701,LAILA,"06 61 81 40 01","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5702,Laila,"06 61 34 83 19","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5703,laila,"06 77 62 67 22","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5704,LAKHDARI,"06 61 39 41 71","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5705,lalyman,"07 75 65 92 59","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5706,Lamia kettani,"06 25 11 43 95","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5707,Lamia Khay,"06 72 42 27 82","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5708,Lamiaa,"06 61 83 07 54","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5709,Lamiae,"06 61 11 39 04","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5710,Lamiae,"06 23 67 00 76","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5711,Lamiae,"06 61 11 02 96","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5712,lamiae,"06 54 89 62 35","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5713,Lamiae fadili,"06 46 18 02 66","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5714,LAMKIRIDA,"07 17 28 23 41","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5715,lamrani,"06 62 23 31 35","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5716,Lamrani Alaoui,"06 61 48 27 28","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5717,LAMRANI HANAA,"06 61 42 49 42","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5718,lamzibri,"07 19 87 26 30","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5719,Laoufi Adil,"06 61 82 83 82","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5720,LARCHIM,"06 31 90 04 62","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5721,largot,"06 63 71 70 36","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5722,LATIFA,"06 66 36 51 11","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5723,Laurent Barbe,337 84 32 04 69,"0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5724,Lazrak,"06 63 09 81 72","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5725,lazrak,"06 00 09 88 72","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5726,LAZRAK ,"06 64 22 25 21 ","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5727,LAZRAK ,"06 61 41 06 46 ","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5728,Lazreq,"06 58 52 22 22","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5729,Le Riad berbère,"05 24 38 40 57","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5730,Lehlou,"06 63 06 06 99","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5731,LEILA,"06 62 09 14 95","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5732,LEILA,"06 61 26 55 04","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5733,LEILA ,"06 60 13 23 96","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5734,Leila Belghazi,"06 61 07 55 06","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5735,Leila chabab,"06 61 43 82 25","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5736,LEKMARI ,"06 25 11 92 26","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5737,LEONARD ALAIN,"06 60 03 87 32","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5738,Lhachmi,"00 49 6 21 60 28 265","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5739,Lhaj Fadi,"06 08 85 72 09","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5740,Lhaj Fadi,"06 61 10 36 55","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5741,LHOR,"06 64 16 32 90","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5742,lidya,"06 02 81 33 67","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5743,lina,"06 61 40 89 54","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5744,lina dao,"06 65 79 70 03","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5745,LINDA,"06 61 31 90 58","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5746,LINDA,417 99 30 44 80,"0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5747,lisri,"06 61 18 60 45","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5748,LISSER,"06 64 3877 55","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5749,Lomyamii,"06 60 91 16 14 ","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5750,LONGERINAS Philippe,336 49 71 13 86,"0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5751,LOPEZ,"06 66 89 17 19","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5752,L'Oriental Medina Riad,"08 0851 98 31","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5753,louber sara,33 77 86 39 46,"0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5754,Loubna,"06 61 33 97 80","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5755,Loubna,"00 31 62 48 24 171","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5756,LOUBNA,"06 61 18 97 23","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5757,LOUBNA,"06 61 14 18 74","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5758,LOUBNA ,"06 63 33 33 71","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5759,Loubna Lahlou,"06 62 25 57 22","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5760,Loubna Naja,"05 24 42 40 00 ","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5761,LOUBNA OURAHOU,"06 58 18 80 01","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5762,LOUHANE,"07 01 25 25 96","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5763,louis,"07 01 82 78 03","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5764,louis ,"0 71 78 78 03","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5765,Loujuid Meriem,"06 66 92 57 00","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5766,Loukili,"06 61 32 77 98","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5767,LOUKILI,"06 08 89 87 84","0","0",1,,,,Client,,,,,,,2,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5768,LOUKILI YOUNESS,"06 72 36 05 92","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5769,Louridi,"06 66 51 51 84","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
5770,LOUTFI,"06 74 15 93 19","0","0",1,,,,Client,,,,,,,3,1,2022-11-22 09:31:08,2023-03-24 11:08:36
